¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¥_°Ï,«Øª«,»O«n¥«¥_°Ï¦ö¥Áµó1~30¸¹,0.0,,,,1060225,¤g¦a0«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0840324,62.57,6,1,3,¦³,µL,350000,5594,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPXPMLPKLHMFFAD58CA
¥Ã±d°Ï,«Øª«,»O«n¥«¥Ã±d°Ï¤¤µØ¸ô217«Ñ1~30¸¹,0.0,,,,1060202,¤g¦a0«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0731106,97.03,2,2,2,¦³,µL,3000000,30918,,0.0,0,,RPQNMLKKLHMFFHR66CA
¥Ã±d°Ï,«Øª«,»O«n¥«¥Ã±d°Ï¤¤µØ¸ô217«Ñ1~30¸¹,0.0,,,,1060202,¤g¦a0«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0731106,97.03,2,2,2,¦³,µL,3360000,34628,,0.0,0,,SPQNMLKKLHMFFHR76CA
¤¯¼w°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤¯¼w°Ï¤@¥Ò¨½©¾¸q¸ô199«Ñ35§Ë1~30¸¹,137.11,¹A,,,1060203,¤g¦a4«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0970515,234.56,5,2,3,¦³,¦³,12800000,54570,,0.0,0,,RPSNMLOLMHMFFFR27CA
¦w«n°Ï,«Øª«,»O«n¥«¦w«n°Ï°p¦w¸ô¤­¬q184«Ñ94§Ë1~30¸¹,0.0,,,,1060309,¤g¦a0«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0720211,108.08,3,2,2,¦³,µL,1000000,9252,,0.0,0,,RPXNMLPKLHMFFBD48CA
¥Õªe°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Õªe°ÏÉÜ¤º¨½¦Û¥ßµó1«Ñ1~30¸¹,313.33,¦í,,,1060118,¤g¦a4«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0711213,86.72,3,2,1,¦³,µL,5560000,64114,,0.0,0,,RPRNMLSJNHMFFBR17DA
¤»¥Ò°Ï,¤g¦a,Àt¤l´ä¬q1651~1680¦a¸¹,3647.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060120,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4888000,1340,,0.0,0,,RPUNMLQKLHMFFCR27DA
³Â¨§°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«³Â¨§°ÏÁ`ºa¨½Á`·ÝÉÜ1~30¸¹,166.7,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060202,¤g¦a5«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1051020,192.43,5,2,4,¦³,µL,8150000,42353,,0.0,0,,RPPNMLRKLHMFFCR86DA
³Â¨§°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«³Â¨§°ÏÁ`ºa¨½Á`·ÝÉÜ1~30¸¹,169.7,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060208,¤g¦a4«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1051020,185.85,5,2,4,¦³,µL,8100000,43584,,0.0,0,,RPRNMLRKLHMFFCR07DA
³Â¨§°Ï,¤g¦a,·¾¤láY¬q421~450¦a¸¹,218.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060301,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1650000,7569,,0.0,0,,RPTNMLKLLHMFFCR66DA
³Â¨§°Ï,¤g¦a,·¾¤láY¬q421~450¦a¸¹,46.12,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060301,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,350000,7589,,0.0,0,,RPUNMLKLLHMFFCR76DA
¨Î¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¨Î¨½°ÏÂí¤s¨½18¾F³Ó§Q¸ô167«Ñ1~30¸¹,63.84,¦í,,,1060224,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1000808,104.72,4,2,4,¦³,µL,2515462,24021,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLKLLHMFFDR56DA
¬hÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¬hÀç°Ï«Ø°ê¸ô62«Ñ5§Ë1~30¸¹,141.66,¦í,,,1060215,¤g¦a5«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021205,180.8,4,2,3,¦³,µL,6000000,33186,,0.0,0,,RPPNMLRKLHMFFAR66DA
¦w©w°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w©w°Ï´ä¤f241~270¸¹,66.18,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060301,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040817,140.05,4,2,4,¦³,µL,6200000,44270,,0.0,0,,RPPOMLOLLHMFFER96DA
¥ªÂí°Ï,¤g¦a,¥ú©M¬q481~510¦a¸¹,3632.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1060222,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2100000,578,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPOOMLMKMHMFFER66DA
Ãö¼q°Ï,¤g¦a,¤s¦è¬q691~720¦a¸¹,198.57,¦í,,,1060224,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2340000,11784,,0.0,0,,RPXNMLRKLHMFFFR97DA
¤¯¼w°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤¯¼w°Ï¤Ó¤l¸ô613«Ñ1~30¸¹,71.8,¦í,,,1060113,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0750828,101.2,4,2,3,¦³,µL,6300000,62253,,0.0,0,,RPSNMLKKMHMFFFR96EA
¤¯¼w°Ï,¤g¦a,¥Ì­í¬q661~690¦a¸¹,99.58,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060220,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1374204,13800,,0.0,0,¤÷¤l¶¡¶R½æ.,RPXNMLOKMHMFFFR87EA
¦w«n°Ï,¤g¦a,©É¦w¬q931~960¦a¸¹,119.24,¦í,,,1060221,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2969076,24900,,0.0,0,¥»®×«Y¿ËÄÝ¶¡¤§¶R½æ¡C,RPPNMLRKLHMFFBD87CA
¦w«n°Ï,¤g¦a,·ËáY¬q1141~1170¦a¸¹,94.9,¦í,,,1060301,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2333152,24585,,0.0,0,,RPQNMLKLLHMFFBD37CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï¦w¤¤¸ô¤@¬q811~840¸¹,14.01,¦í,,,1060221,¤g¦a1«Øª«1¨®¦ì0,¤»¼h¡A¤C¼h,¤Q¤C¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850816,143.43,3,2,2,¦³,¦³,3500000,24402,,0.0,0,,RPRNMLKLLHMFFBD47CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï³»¦wµó260«Ñ45§Ë31~60¸¹,91.56,¦í,,,1060224,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0960314,199.89,5,2,3,¦³,µL,7000000,35019,,0.0,0,,RPVOMLMLLHMFFBD18CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï¦w¤¤¸ô¥|¬q164«Ñ9§Ë1~30¸¹,110.48,¦í,,,1060218,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040723,209.2,4,2,5,¦³,µL,7300000,34895,,0.0,0,,RPSNMLNLLHMFFBD87CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°Ï¤¤µØ¦è¸ô¤@¬q54«Ñ1~30¸¹,37.2,¦í,,,1060201,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,0720422,94.07000000000001,3,2,2,¦³,µL,2550000,27107,,0.0,0,,RPWPMLRKLHMFFCD88CA
