¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¯«©£°Ï,¤g¦a,¦`°ô¬q481~510¦a¸¹,5150.0,¹A,,,1060124,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,43620000,8470,,0.0,0,,RPQNMLPLLHMFFAL58CA
Â×­ì°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Â×­ì°Ï¶êÀô«n¸ô181~210¸¹,76.74,¦í,,,1051210,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0601030,95.76,2,1,1,¦³,µL,2000000,20886,,0.0,0,¨®¤lµLªk³q¦æ,RPPNMLRLLHMFFAL68CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°ÏÄ_¼yµó50«Ñ1~30¸¹,7.59,°Ó,,,1060219,¤g¦a2«Øª«1¨®¦ì0,¥|¼h,¤Q¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0811120,69.5,2,1,1,¦³,¦³,3280000,47194,,0.0,0,,RPWTMLMKMHMFFCB68CA
«n¤Ù°Ï,¤g¦a,¥Ð¤ß¬q871~900¦a¸¹,53.37,¨ä¥L,,,1060210,¤g¦a7«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4265088,79915,,0.0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C¤£°Ê²£¦@¦³¤Hµ¥5¤H¡C,RPROMLNKMHMFFCB77CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¦è¤Ù¸ô¤T¬q159¤§11«Ñ1~30¸¹,19.66,¦í,,,1060103,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0821129,153.81,4,0,2,¦³,¦³,12000000,78018,,0.0,0,¤G¿Ëµ¥¶R½æ,RPUPMLNKMHMFFCB18CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¥Ã¬KªF¤@¸ô811~840¸¹,31.2,¦í,,,1060215,¤g¦a1«Øª«1¨®¦ì2,¤Q¤G¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040528,249.82,3,2,2,¦³,¦³,18300000,73253,©Y¹D¥­­±,66.16,0,,RPXOMLOKMHMFFCB48CA
¦è¤Ù°Ï,¤g¦a,¦è¤Ù¬q3061~3090¦a¸¹,5.17,¨ä¥L,,,1060207,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,70000,13540,,0.0,0,¹D¸ô¥Î¦a,RPRNMLRKLHMFFCB97CA
¦è¤Ù°Ï,¤g¦a,ºÖ¬P¬q331~360¦a¸¹,11.22,¦í,,,1060301,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1754700,156390,,0.0,0,,RPUOMLRKLHMFFCB38CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°ÏÀ­ªF«n¸ô61~90¸¹,38.81,¦í,,,1051228,¤g¦a1«Øª«1¨®¦ì1,¤@¼h¡A¤G¼h,¤K¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0830328,242.25,5,3,3,¦³,¦³,7500000,30960,©Y¹D¥­­±,0.0,0,,RPPNMLKLLHMFFCB17CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï©¾«i¸ô1~30¸¹,32.22,¦í,,,1041109,¤g¦a1«Øª«1¨®¦ì2,¤Q¤@¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051017,185.06,2,2,2,¦³,¦³,11640000,62899,©Y¹D¥­­±,64.8,0,"105.12.5¥[ÁÊ¤@¨®¦ì·s¥x¹ô120¸U¤¸¥¿(¤g¦a77¸U«Øª«43¸U)¦a¬F¤h¶È¨ü°U¶R½æ®×¥ó¥Ó½Ðµn°O,¨ÃµL¥N²z¼¶ÀÀ¤£°Ê²£¶R½æ«´¬ù®Ñ,«Y¥Ñ¥X½æ¤H¦Û¦æ´£¨Ñ¦¨¥æ®×¥ó¹ê»Ú¸ê°T,¨Ñ¦a¬F¤h¥Ó³øµn¿ý;«Øª«²{ªp®æ§½¹ê»Ú¸ê°T¡A¥Ñ¥X½æ¤H´£¨Ñ¦a¬F¤h¥Ó³øµn¿ý¡C",RPTOMLKLLHMFFCB67CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï»OÆW¤j¹D¤T¬q61~90¸¹,7.01,¦í,,,1060104,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤G¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0950816,110.77000000000001,2,2,2,¦³,¦³,7270000,65631,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPUPMLKLLHMFFCB87CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¤j¼[¤Q¤Gµó301~330¸¹,11.56,°Ó,,,1060122,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830903,163.49,3,2,2,¦³,¦³,8550000,52297,©Y¹D¾÷±ñ,0.0,0,,RPOPMLLLLHMFFCB37CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°ÏÄåªá¸ô1~30¸¹,3.34,°Ó,,,1060228,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤»¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841110,25.47,1,0,1,¦³,¦³,1100000,43188,,0.0,0,,RPXSMLLLLHMFFCB58CA
¦è¤Ù°Ï,¤g¦a,¨ó¦¨¬q1~30¦a¸¹,466.63,¹A,,,1060204,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,17800000,38146,,0.0,0,1.§t¼W«Ø©Î¥¼µn°O«Øª«¡C2.Ã±¬ù¤H»Pµn°O¤H¤£¦P¡C3.Åv§Q¤H¦@­p2¤H¡C,RPVNMLNLLHMFFCB08CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¤j¼[¤Q¤Gµó361~390¸¹,40.1,¦í,,,1060223,¤g¦a1«Øª«1¨®¦ì2,¤Q¤G¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020913,335.90999999999997,3,2,2,¦³,¦³,37380000,115497,©Y¹D¥­­±,44.3,3700000,,RPQQMLOLLHMFFCB97CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¤j¼[¤Q¤Gµó361~390¸¹,42.75,¦í,,,1060221,¤g¦a1«Øª«1¨®¦ì3,¤Q¤@¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020913,358.04999999999995,3,2,2,¦³,¦³,36300000,105967,©Y¹D¥­­±,66.45,5400000,,RPUQMLOLLHMFFCB38CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¤j¼[¤Q¤Gµó361~390¸¹,36.81,¦í,,,1060215,¤g¦a1«Øª«1¨®¦ì1,¤G¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020913,308.38,3,2,2,¦³,¦³,28460000,92094,©Y¹D¥­­±,22.15,2100000,,RPVQMLOLLHMFFCB48CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¤j¶iµó361~390¸¹,34.57,¦í,,,1060210,¤g¦a1«Øª«1¨®¦ì2,¤Q¤G¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030814,244.17000000000002,3,2,2,¦³,¦³,20000000,81910,©Y¹D¥­­±,61.46,0,,RPSRMLOLLHMFFCB28CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°ÏºÖÁpµó1~30¸¹,15.23,¦í,,,1060205,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0830930,101.63,5,2,2,¦³,¦³,5180000,50969,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPVWMLOLLHMFFCB09CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï¤j¼[¤Q¤»µó1~30¸¹,19.19,¦í,,,1060123,¤g¦a1«Øª«1¨®¦ì0,¤Q¥|¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0881019,162.79,3,2,2,¦³,¦³,11800000,72486,,0.0,0,¶§¥x¥~±À,RPSNMLRLLHMFFCB18CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï¤j¼[¸ô691~720¸¹,4.5,¦í,,,1051111,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤Q¤»¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840519,41.72,1,1,1,¦³,µL,2000000,47939,,0.0,0,,RPOPMLRLLHMFFCB97CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï¦V¤W«n¸ô¤@¬q151~180¸¹,3.73,¦í,,,1060209,¤g¦a1«Øª«1¨®¦ì0,¤Q¤G¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0790705,30.979999999999997,1,0,1,¦³,¦³,1400000,45190,,0.0,0,,RPRNMLTLLHMFFCB28CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï°ê¦w¤@¸ô151~180¸¹,17.67,¦í,,,1060228,¤g¦a1«Øª«1¨®¦ì1,¤Q¥|¼h,¤G¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0970630,216.73,4,2,2,¦³,¦³,13600000,62751,©Y¹D¥­­±,19.56,0,,RPXOMLKKMHMFFCB08CA
¥_¤Ù°Ï,¤g¦a,ªQ©÷¬q721~750¦a¸¹,1084.0,°Ó,,,1060211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,72140000,66550,,0.0,0,,RPQNMLQKLHMFFBB67CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¸k»·¸ô¤G¬q31~60¸¹,15.87,°Ó,,,1060228,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0730830,104.28,2,2,2,¦³,¦³,4500000,43153,,0.0,0,,RPRNMLQKLHMFFBB77CA
¥_¤Ù°Ï,¤g¦a,¥_¤Ù¬q301~330¦a¸¹,2.0,¦í,,,1060223,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,90000,45000,,0.0,0,,RPTNMLRKLHMFFBB08CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¬h¶§ªFµó31~60¸¹,30.75,¦í,,,1060122,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0770406,139.87,6,0,6,¦³,¦³,5900000,42182,,0.0,0,,RPROMLRKLHMFFBB97CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï©¾¤ÓªF¸ô91~120¸¹,23.29,¦í,,,1060211,¤g¦a1«Øª«2¨®¦ì0,¤C¼h,¤Q¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0781012,171.33999999999997,4,2,2,¦³,¦³,7000000,40852,©Y¹D¥­­±,0.0,0,,RPRQMLRKLHMFFBB18CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤¤²M¸ô¤@¬q301~330¸¹,3.17,°Ó,,,1060302,¤g¦a4«Øª«1¨®¦ì0,¤E¼h,¤Q¤G¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0710121,24.26,1,0,1,¦³,¦³,1230000,50701,,0.0,0,,RPPNMLTKLHMFFBB87CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°ÏªF¤s¸ô¤@¬qªF¿³«Ñ1~30¸¹,135.0,¦í,,,1060204,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0610918,126.54,5,3,4,¦³,µL,10350000,81792,,0.0,0,,RPTOMLTKLHMFFBB38CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ïº~¤f¸ô¥|¬q361~390¸¹,3.72,¦í,,,1060215,¤g¦a2«Øª«1¨®¦ì0,¥|¼h,¤Q¥|¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860821,42.42,1,1,1,¦³,¦³,1800000,42433,,0.0,0,,RPVOMLTKLHMFFBB58CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¤T¥Á¸ô¤@¬q62«Ñ1~30¸¹,105.0,¦í,,,1060124,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤@¼h,³z¤Ñ­í,¦í®a¥Î,¿j³y,,41.86,3,2,2,¦³,µL,6250000,149307,,0.0,0,,RPRPMLOKMHMFFAB77CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°ÏºÖ¥Ð¤Gµó1~30¸¹,23.68,¦í,,,1060214,¤g¦a2«Øª«2¨®¦ì1,¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051212,181.22,3,2,2,¦³,¦³,12150000,74077,©Y¹D¥­­±,33.4,1200000,,RPWPMLOKMHMFFAB28CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°ÏºÖ¥Ð¤Gµó1~30¸¹,21.44,¦í,,,1060208,¤g¦a2«Øª«2¨®¦ì1,¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051212,167.72,3,2,2,¦³,¦³,12380000,83228,©Y¹D¥­­±,33.4,1200000,,RPXPMLOKMHMFFAB38CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°ÏºÖ¥Ð¤Gµó1~30¸¹,21.89,¦í,,,1060112,¤g¦a2«Øª«2¨®¦ì1,¤­¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051212,169.82,3,2,2,¦³,¦³,11600000,75502,©Y¹D¥­­±,33.4,1300000,,RPOQMLOKMHMFFAB57CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï¤å¤ß«n¸ô931~960¸¹,24.12,¦í,,,1060203,¤g¦a2«Øª«1¨®¦ì2,¤C¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051212,219.7,4,2,2,¦³,¦³,14080000,76390,©Y¹D¥­­±,66.8,2400000,,RPPQMLOKMHMFFAB67CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°ÏºÖ¥Ð¤Gµó1~30¸¹,21.89,¦í,,,1030705,¤g¦a2«Øª«2¨®¦ì1,¤K¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051212,169.82,3,2,2,¦³,¦³,11460000,75942,©Y¹D¥­­±,33.4,1100000,,RPRQMLOKMHMFFAB87CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°ÏºÖ¥Ð¤Gµó1~30¸¹,21.89,¦í,,,1030503,¤g¦a2«Øª«2¨®¦ì1,¤E¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051212,169.82,3,2,2,¦³,¦³,11400000,75502,©Y¹D¥­­±,33.4,1100000,,RPSQMLOKMHMFFAB97CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°ÏºÖ¥Ð¤Gµó1~30¸¹,22.34,¦í,,,1030224,¤g¦a2«Øª«2¨®¦ì1,¤Q¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051212,172.66,3,2,2,¦³,¦³,11480000,73095,©Y¹D¥­­±,33.4,1300000,,RPTQMLOKMHMFFAB08CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°ÏºÖ¥Ð¤Gµó1~30¸¹,21.89,¦í,,,1060114,¤g¦a2«Øª«2¨®¦ì1,¤Q¤@¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051212,169.82,3,2,2,¦³,¦³,11980000,78288,©Y¹D¥­­±,33.4,1300000,,RPUQMLOKMHMFFAB18CA
