¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¤jªLÂí,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤jªLÂíªL¤lÀY181~210¸¹,2329.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060302,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,¤@¼h,¨ä¥L,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1030610,2035.2,0,0,0,µL,µL,14000000,6879,,0.0,0,«Øª««¬ºA-Äõ¶é·Å«Ç,RPWNMLRLLHMFFCQ57DA
¤ô¤W¶m,¤g¦a,¤T©M¬q1051~1080¦a¸¹,1804.18,¹A,,,1060226,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4911840,2722,,0.0,0,,RPVNMLRKLHMFFDQ47DA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«O¥««á¼æ¨½«á¼æ451~480¸¹,151.0,¦í,,,1060221,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1050718,182.71,4,3,3,¦³,µL,6010000,32894,,0.0,0,,RPSNMLQJMHMFFDQ07DA
¤Ó«O¥«,¤g¦a,·s°ñ¬q·s°ñ¤p¬q1681~1710¦a¸¹,1910.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060118,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5200000,2723,,0.0,0,,RPROMLQJMHMFFDQ07DA
¤ô¤W¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤ô¤W¶m©¾©M§ø¤¤ÉÜ61~90¸¹,45.15,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1060210,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h,¤G¼h,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0650815,69.15,2,1,1,¦³,µL,2800000,40492,,0.0,0,,RPQNMLKKMHMFFDQ88CA
¤Ó«O¥«,¤g¦a,¤Ó«O¬q¤Ó«O¤p¬q1~30¦a¸¹,1396.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060307,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4000000,2865,,0.0,0,,RPQNMLRKLHMFFDQ86CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«O¥«ÂÂ°ñ¨½·s°ñ1~30¸¹,68.28,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1060301,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1050726,136.29,4,2,2,¦³,µL,4750000,34852,,0.0,0,,RPSNMLRKLHMFFDQ07CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«O¥«ÂÂ°ñ¨½·s°ñ1~30¸¹,87.45,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1051207,¤g¦a4«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1050726,142.07,4,2,2,¦³,µL,4300000,30267,,0.0,0,,RPUNMLRKLHMFFDQ27CA
¤ô¤W¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤ô¤W¶m¤¤ÉÜ§ø¤¤ÉÜ1~30¸¹,88.27,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1060224,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0810127,88.0,6,1,2,¦³,µL,2100000,23864,,0.0,0,,RPQNMLKLLHMFFDQ88CA
¤ô¤W¶m,¤g¦a,¤jÔ³§À¬q451~480¦a¸¹,100.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060208,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,605000,6050,,0.0,0,,RPWNMLKLLHMFFDQ86CA
¤jªLÂí,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤jªLÂí¥­ªL¨½¥Á±Ú¸ô151~180¸¹,97.69,¦í,,,1060210,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041113,213.48,4,2,4,¦³,µL,8200000,38411,,0.0,0,,RPRNMLQKLHMFFCQ76CA
¥¬³UÂí,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥¬³UÂí·s¥_¸ô31~60¸¹,99.45,¦í,,,1060306,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0790212,131.85,4,1,2,¦³,µL,1800000,13652,,0.0,0,,RPQNMLLLLHMFFBQ78CA
¤»¸}¶m,¤g¦a,¤»¸}¬q¤»«n¤p¬q571~600¦a¸¹,1715.56,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060307,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1389600,810,,0.0,0,,RPPNMLKLLHMFFBQ58CA
¤jªLÂí,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤jªLÂí©ú©M¨½©¾§µ¸ô569«Ñ2§Ë1~30¸¹,108.96,¦í,,,1060206,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0810630,157.77,4,2,3,¦³,µL,4300000,27255,,0.0,0,,RPPNMLNLLHMFFCQ98CA
·s´ä¶m,¤g¦a,¤¤¤u¬q31~60¦a¸¹,231.0,,¤u·~°Ï,¤BºØ«Ø¿v¥Î¦a,1060227,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2100000,9091,,0.0,0,,RPPNMLMLLHMFFCQ88CA
·Ë¤f¶m,¤g¦a,´å­í¬q´åªF¤p¬q631~660¦a¸¹,34.5,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060303,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,100000,2899,,0.0,0,,RPVNMLNLLHMFFCQ96CA
·s´ä¶m,¤g¦a,¼æ¤láY¬q¼æ¤j¤p¬q361~390¦a¸¹,2785.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060301,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7519500,2700,,0.0,0,,RPSNMLOLLHMFFCQ76CA
¤jªLÂí,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,¹Å¸q¿¤¤jªLÂí¥­ªL¨½¥Á¥Í¸ô421~450¸¹,96.0,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì1,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050810,187.13,4,3,3,¦³,µL,8200000,43820,¤@¼Ó¥­­±,0.0,0,,RPQOMLSLLHMFFCQ07CA
¤jªLÂí,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,¹Å¸q¿¤¤jªLÂí¥­ªL¨½¥Á¥Í¸ô421~450¸¹,85.0,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì1,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050810,183.21,5,3,3,¦³,µL,8380000,45740,¤@¼Ó¥­­±,0.0,0,,RPROMLSLLHMFFCQ17CA
¤jªLÂí,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,¹Å¸q¿¤¤jªLÂí¥­ªL¨½¥Á¥Í¸ô421~450¸¹,85.0,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì1,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050810,180.29,4,3,3,¦³,µL,7700000,42709,¤@¼Ó¥­­±,0.0,0,,RPSOMLSLLHMFFCQ27CA
¤jªLÂí,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤jªLÂí¥­ªL¨½¥ú±mµó121~150¸¹,93.0,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050810,192.19,4,3,3,¦³,µL,7980000,41521,,0.0,0,,RPWOMLSLLHMFFCQ67CA
¤jªLÂí,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤jªLÂí¥­ªL¨½¥ú±mµó121~150¸¹,92.0,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050810,192.22,4,3,6,¦³,µL,7300000,37977,,0.0,0,,RPTPMLSLLHMFFCQ47CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m°ñ¨¤61~90¸¹,95.3,¦í,,,1051231,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050817,190.67,4,2,5,¦³,µL,7800000,40908,,0.0,0,,RPQNMLKMLHMFFCQ88CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m°ñ¨¤61~90¸¹,123.42,¦í,,,1051231,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050817,235.49,5,2,5,¦³,µL,8600000,36520,,0.0,0,,RPRNMLKMLHMFFCQ98CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m°ñ¨¤61~90¸¹,82.64,¦í,,,1051231,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050817,188.69,4,2,5,¦³,µL,7750000,41073,,0.0,0,¤£°Ê²£¤§¦@¦³¤H¼Æ¬°¢±¤H,RPSNMLKMLHMFFCQ09CA
¥Á¶¯¶m,¤g¦a,·sÉÜ¬q1951~1980¦a¸¹,83.79,¹A,,,1060302,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,329500,3932,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPUNMLNLLHMFFCQ86CA
¤jªLÂí,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤jªLÂí¦NªL¨½6¾F¤¤¤s¸ô1«Ñ1~30¸¹,74.0,¦í,,,1060123,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡A¥|¼h,¥|¼h,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0941125,186.16,5,2,5,¦³,µL,8550000,45928,,0.0,0,,RPRNMLOLLHMFFCQ66CA
ªF¥Û¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤ªF¥Û¶m¤UçrªQ31~60¸¹,89.0,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1060119,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0760215,118.33,3,2,2,¦³,µL,1600000,13522,,0.0,0,,RPVNMLKLLHMFFBQ56CA
¤jªLÂí,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤jªLÂí¥­ªL¨½¤¤¿³¸ô271~300¸¹,122.0,¦í,,,1060303,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡AÃM¼Ó¡A¹q±è¼Ó±è¶¡,¤T¼h,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0831028,254.65,4,2,4,¦³,µL,6800000,26703,,0.0,0,,RPRNMLLLLHMFFCQ98CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«O¥«¥_´ä¸ô¤G¬q429«Ñ200§Ë31~60¸¹,104.94,¦í,,,1060303,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041016,167.25,4,3,2,¦³,µL,5700000,34081,,0.0,0,,RPTNMLKLLHMFFDQ66DA
¤ô¤W¶m,¤g¦a,¤j±[¬q·s¿³¤p¬q1~30¦a¸¹,325.9,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060223,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1010290,3100,,0.0,0,,RPVNMLKLLHMFFDQ86DA
ªF¥Û¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤ªF¥Û¶mÆ[®ü¤G¸ô91~120¸¹,191.46,,¯S©w±M¥Î°Ï,¥ÒºØ«Ø¿v¥Î¦a,1060309,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050804,242.36,5,2,4,¦³,µL,6900000,28470,,0.0,0,,RPSNMLKLLHMFFBQ98DA
ªF¥Û¶m,¤g¦a,®ß¤l±[¬qªF±[¤p¬q301~330¦a¸¹,1661.07,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060301,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1411910,850,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C,RPPNMLLLLHMFFBQ78DA
±ö¤s¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤±ö¤s¶m±öªF§ø27¾F¾Ç²ßµó121~150¸¹,131.07,¦í,,,1060228,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840817,115.16,6,2,3,¦³,µL,3121000,27101,,0.0,0,,RPPNMLPJMHMFFEQ66CA
±ö¤s¶m,¤g¦a,±öªF¬q451~480¦a¸¹,237.0,¦í,,,1060228,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4200000,17722,,0.0,0,,RPQNMLPJMHMFFEQ76CA
±ö¤s¶m,¤g¦a,±ö¥_¬q2821~2850¦a¸¹,345.0,¤u,,,1060212,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2817720,8167,,0.0,0,,RPQNMLLLLHMFFEQ66EA
±ö¤s¶m,¤g¦a,±ö¥_¬q2791~2820¦a¸¹,504.0,¤u,,,1060212,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4116420,8168,,0.0,0,,RPRNMLLLLHMFFEQ76EA
ªü¨½¤s¶m,¤g¦a,¼Ö³¥¬q61~90¦a¸¹,9737.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1060220,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2200000,226,,0.0,0,,RPSNMLLLLHMFFEQ86EA
¦Ë±T¶m,¤g¦a,ª÷·à¼d¬q121~150¦a¸¹,278.38,,´ËªL°Ï,¤þºØ«Ø¿v¥Î¦a,1060222,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,200430,720,,0.0,0,,RPRNMLOLLHMFFEQ07EA
¤jªLÂí,¤g¦a,¤T¨¤¬q1~30¦a¸¹,880.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060215,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,650000,739,,0.0,0,,RPQNMLQJMHMFFCQ86EA
±ö¤s¶m,¤g¦a,¹L¤s¬q151~180¦a¸¹,1891.5,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060307,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2000000,1057,,0.0,0,,RPTNMLPJMHMFFEQ07CA
¤Ó«O¥«,¤g¦a,¹L·¾¬q¹L·¾¤p¬q1021~1050¦a¸¹,2222.0,¦í,,,1060105,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,47386900,21326,,0.0,0,,RPPOMLRKMHMFFDQ96CA
µf¸ô¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤µf¸ô¶m¤U§|§ø¤U§|31~60¸¹,95.81,¦í,,,1060309,¤g¦a4«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840308,170.06,4,2,3,¦³,µL,3660000,21522,,0.0,0,,RPPNMLNLLHMFFEQ56CA
¤ô¤W¶m,¤g¦a,¤Q¤@«ü­í¬q121~150¦a¸¹,282.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060308,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,300000,1064,,0.0,0,,RPUOMLLLLHMFFDQ96DA
¤»¸}¶m,¤g¦a,¦Ë¤l¸}¬q¦Ë¹Å¤p¬q181~210¦a¸¹,2247.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060308,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1438080,640,,0.0,0,,RPRNMLLLLHMFFBQ88CA
¤jªLÂí,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤jªLÂí¥ú±mµó121~150¸¹,120.78,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1050810,249.31,5,3,5,¦³,µL,11000000,44122,,0.0,0,,RPOPMLSLLHMFFCQ96CA
¤jªLÂí,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤jªLÂí¥­ªL¨½¥ú±mµó121~150¸¹,92.62,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050810,195.38,3,3,4,¦³,µL,7810000,39973,,0.0,0,,RPQPMLSLLHMFFCQ17CA
¤jªLÂí,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤jªLÂí¤¤¿³¸ô¤G¬q219«Ñ1~30¸¹,104.86,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060223,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤@¼h,³z¤Ñ­í,¦í®a¥Î,¿j³y,0610815,54.9,3,2,1,¦³,µL,1000000,18215,,0.0,0,,RPPNMLSLLHMFFCQ86CA
¤jªLÂí,¤g¦a,¾ô¤lÀY¬q511~540¦a¸¹,3500.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1051230,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3080000,880,,0.0,0,,RPRNMLMLLHMFFCQ09CA
¤jªLÂí,¤g¦a,¾ô¤lÀY¬q541~570¦a¸¹,6895.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1051230,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7646555,1109,,0.0,0,,RPSNMLMLLHMFFCQ56CA
¤jªLÂí,¤g¦a,¾ô¤lÀY¬q511~540¦a¸¹,3500.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1051230,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3080000,880,,0.0,0,,RPQNMLNLLHMFFCQ09CA
¤jªLÂí,¤g¦a,¾ô¤lÀY¬q511~540¦a¸¹,3500.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1051230,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3080000,880,,0.0,0,,RPRNMLNLLHMFFCQ56CA
