¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
ªL¶é°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«ªL¶é°Ï¤j¦w¸ô6«Ñ1~30¸¹,83.64,¦í,,,1060208,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030630,169.71,4,2,4,¦³,µL,9200000,54210,,0.0,0,§t¸ËæC,RPRNMLKLLHMFFLE58CA
ªL¶é°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«ªL¶é°Ï¤j¦w¸ô6«Ñ31~60¸¹,85.04,¦í,,,1060302,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030630,167.81,4,2,4,¦³,µL,9200000,54824,,0.0,0,§t¸ËæC,RPTNMLKLLHMFFLE78CA
¤j¼d°Ï,¤g¦a,«O¥Í¬q331~360¦a¸¹,4.75,¨ä¥L,,,1060119,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,431062,90750,,0.0,0,·î¹s¦a¥æ©ö,RPSNMLOLLHMFFLE09CA
¤j¼d°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤j¼d°Ï»ñªL¤T¸ô247«Ñ1~30¸¹,75.26,¦í,,,1060222,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840106,160.43,3,2,2,¦³,µL,3500000,21816,,0.0,0,,RPSNMLKMLHMFFLE78CA
¤j¼d°Ï,¤g¦a,¤s¤l³»¬q2641~2670¦a¸¹,360.0,¹A,,,1060221,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2700000,7500,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPVNMLPJMHMFFLE76CA
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¹ª¤s°Ï¬ü³NªF¤Cµó91~120¸¹,9.26,¦í,,,1060224,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0950220,88.24,2,1,1,¦³,¦³,5500000,62330,,0.0,0,,RPVOMLTLLHMFFAE98DA
«eÂí°Ï,¤g¦a,¤¯·R¬q391~420¦a¸¹,132.73,°Ó,,,1060302,¤g¦a5«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4778280,36000,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C,RPUNMLRKLHMFFCE68DA
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°Ï·ç¿³¸ô249«Ñ1~30¸¹,12.55,¦í,,,1060223,¤g¦a1«Øª«1¨®¦ì0,¤Q¤G¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860919,104.92,2,1,1,¦³,¦³,3650000,34788,,0.0,0,,RPVNMLMKMHMFFGE68CA
³¾ªQ°Ï,¤g¦a,¤j¦Ë¬q271~300¦a¸¹,47.84,¦í,,,1060303,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,870000,18186,,0.0,0,,RPUNMLRKLHMFFIE56CA
³¾ªQ°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«³¾ªQ°ÏªQ®H¸ô11«Ñ1~30¸¹,68.13,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840618,147.59,4,2,3,¦³,µL,4500000,30490,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPPNMLKLLHMFFIE08CA
¤¯ªZ°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤¯ªZ°Ï¥Ã©÷¤Tµó91~120¸¹,68.54,¦í,,,1060210,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0990930,162.27,5,2,4,¦³,µL,8200000,50533,,0.0,0,,RPRNMLMLLHMFFIE48CA
¤¯ªZ°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤¯ªZ°Ï¤¯¼Öµó61~90¸¹,76.0,¦í,,,1060302,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030225,167.25,3,3,3,¦³,µL,12700000,75934,,0.0,0,,RPSNMLMLLHMFFIE58CA
¤¯ªZ°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤¯ªZ°Ï¨Ê¤¤¥|µó106«Ñ1~30¸¹,81.08,¦í,,,1060220,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0940309,196.37,5,2,4,¦³,µL,11200000,57035,,0.0,0,,RPWNMLKLLHMFFIE78CA
¤¯ªZ°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤¯ªZ°Ï¤¯ªL¸ô267«Ñ6§Ë1~30¸¹,74.67,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060307,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830729,123.16,4,2,3,¦³,µL,3300000,26794,,0.0,0,,RPQNMLLLLHMFFIE28CA
¤jªÀ°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤jªÀ°Ï¤¤µØ¸ô14«Ñ61~90¸¹,65.0,°Ó,,,1060220,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0690115,98.4,4,1,2,¦³,µL,2500000,25407,,0.0,0,¤÷¤lÃö«Y¤§¥æ©ö¡C,RPUNMLSLLHMFFIE76CA
¤¯ªZ°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤¯ªZ°Ï·O´f¤Kµó121~150¸¹,30.01,¦í,,,1060124,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040427,161.63,3,2,2,¦³,¦³,10800000,71153,©Y¹D¥­­±,29.52,1400000,,RPPNMLTLLHMFFIE98CA
³¾ªQ°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«³¾ªQ°Ï©¾¸q¸ô271~300¸¹,14.17,¦í,,,1060306,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051107,88.93,2,1,1,¦³,¦³,3580000,40256,,0.0,0,¥»¥ó¬°¹w°â«Î¶R½æ,RPSNMLQJMHMFFIE88CA
³¾ªQ°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«³¾ªQ°Ï©¾¸q¸ô271~300¸¹,14.17,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051107,88.83,2,1,1,¦³,¦³,3420000,38501,,0.0,0,¥»¥ó¬°¹w°â«Î¶R½æ,RPTNMLQJMHMFFIE98CA
³¾ªQ°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«³¾ªQ°Ï©¾¸q¸ô271~300¸¹,16.71,¦í,,,1060302,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051107,104.64,2,1,1,¦³,¦³,4610000,44056,©Y¹D¾÷±ñ,15.38,0,,RPUNMLQJMHMFFIE09CA
¤¯ªZ°Ï,¤g¦a,¤¯Às¬q961~990¦a¸¹,1432.74,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060120,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,28000000,19543,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPXNMLQJMHMFFIE76CA
³¾ªQ°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«³¾ªQ°Ï©¾¸q¸ô271~300¸¹,14.17,¦í,,,1060302,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051107,88.83,2,1,1,¦³,¦³,3780000,42553,,0.0,0,¥»¥ó¬°¹w°â«Î¶R½æ,RPQOMLRJMHMFFIE88CA
³¾ªQ°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«³¾ªQ°ÏªQ®H¥_«Ñ1~30¸¹,8.22,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060224,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤Q¤­¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860204,64.88,1,1,1,¦³,¦³,1700000,26202,,0.0,0,,RPUOMLLKMHMFFIE78CA
´ò¤º°Ï,¤g¦a,ªZ¥\¬q151~180¦a¸¹,239.46,¦í,,,1060309,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3200000,13363,,0.0,0,,RPSNMLQKLHMFFJE98CA
ªü½¬°Ï,¤g¦a,ªü½¬¬q2491~2520¦a¸¹,1026.0,¹A,,,1060216,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,10500000,10234,,0.0,0,,RPUNMLQKLHMFFJE56CA
ªü½¬°Ï,¤g¦a,¤g®w¬q1621~1650¦a¸¹,2488.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060214,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7000000,2814,,0.0,0,,RPVNMLQKLHMFFJE66CA
ªü½¬°Ï,¤g¦a,±[¤l³»¬q2401~2430¦a¸¹,1990.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060119,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7180915,3609,,0.0,0,,RPQNMLRKLHMFFJE88CA
¸ô¦Ë°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¸ô¦Ë°Ï´¼¤¯µó186«Ñ1~30¸¹,75.1,¦í,,,1060104,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0690811,89.04,6,3,2,¦³,µL,2200000,24708,,0.0,0,,RPRNMLNLLHMFFJE68CA
¸ô¦Ë°Ï,¤g¦a,¥ß¼w¬q1~30¦a¸¹,215.28,¦í,,,1060310,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5860800,27224,,0.0,0,,RPOOMLOLLHMFFJE58CA
¸ô¦Ë°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¸ô¦Ë°ÏµØ¥ú¸ô2«Ñ1§Ë1~30¸¹,77.61,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1060211,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840304,208.72,5,2,2,¦³,µL,3900000,18685,,0.0,0,,RPUNMLQJMHMFFJE56CA
¸ô¦Ë°Ï,¤g¦a,¾ð¤H¬q691~720¦a¸¹,907.97,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060220,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1380000,1520,,0.0,0,,RPQOMLRJMHMFFJE98CA
¸ô¦Ë°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¸ô¦Ë°Ï¥Á¦³¸ô1~30¸¹,113.51,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060307,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1041117,214.13,4,2,4,¦³,µL,8900000,41564,,0.0,0,,RPXNMLLKMHMFFJE09CA
¬ü¿@°Ï,¤g¦a,¬ü¤¤¬q211~240¦a¸¹,71.81,¦í,,,1060306,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1700000,23674,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPNMLSLLHMFFKE09CA
¤»Àt°Ï,¤g¦a,¤¤ÉÜ¬q151~180¦a¸¹,5000.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060315,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5000000,1000,,0.0,0,,RPRNMLKKMHMFFKE48CA
¤j¼d°Ï,¤g¦a,¸q«i¬q331~360¦a¸¹,105.69,¦í,,,1060306,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2264711,21428,,0.0,0,,RPXNMLRKLHMFFLE17CA
¤j¼d°Ï,¤g¦a,¼é¼d¥_¬q271~300¦a¸¹,1157.0,¦í,,,1060210,¤g¦a5«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,9120000,7882,,0.0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPPOMLRKLHMFFLE09CA
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¹ª¤s°Ï¤å«H¸ô211~240¸¹,6.16,°Ó,,,1060224,¤g¦a1«Øª«1¨®¦ì0,¤Q¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0901008,69.64,2,1,1,¦³,¦³,4200000,60310,,0.0,0,,RPOOMLQKLHMFFAE77CA
«eª÷°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eª÷°Ï¤åªZ¤Gµó204«Ñ1~30¸¹,59.0,°Ó,,,1060308,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,,¿ûµ¬²V¾®¤g³y,0631009,181.06,4,2,4,¦³,µL,5000000,27615,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLRKLHMFFAE08CA
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¹ª¤s°Ï¬ü³N«n¤T¸ô211~240¸¹,30.26,¦í,,,1060118,¤g¦a1«Øª«1¨®¦ì2,¤Q¼h,¤G¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0950221,304.74,4,2,2,¦³,¦³,18600000,61036,©Y¹D¥­­±,37.58,0,,RPOOMLNLLHMFFAE57CA
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¹ª¤s°Ï¬ü³NªF¤»µó121~150¸¹,13.75,°Ó,,,1060228,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0951101,155.78,3,2,2,¦³,¦³,8000000,51354,©Y¹D¥­­±,0.0,0,,RPQNMLRLLHMFFAE08CA
«eª÷°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eª÷°Ï¤åªZ¤@µó121~150¸¹,51.0,°Ó,,,1060203,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,,¿ûµ¬²V¾®¤g³y,0691111,178.04,9,0,9,¦³,µL,12000000,67401,,0.0,0,,RPQNMLQLLHMFFAE97CA
«eª÷°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eª÷°Ï¥«¤¤¤@¸ô1~30¸¹,4.38,¦í,,,1060314,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830208,49.5,1,1,1,¦³,¦³,1970000,39798,,0.0,0,,RPWNMLRLLHMFFAE68CA
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¹ª¤s°Ï¬ü³NªF¤»µó121~150¸¹,12.22,°Ó,,,1060206,¤g¦a1«Øª«1¨®¦ì1,¤Q¤­¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0951101,138.72,3,2,2,¦³,¦³,6880000,49596,©Y¹D¥­­±,21.53,0,,RPOPMLRLLHMFFAE08CA
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¹ª¤s°Ï¥Á´Iµó31~60¸¹,76.0,¦í,,,1060216,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,,¿ûµ¬²V¾®¤g³y,0721130,108.66,4,2,5,¦³,µL,12500000,115038,,0.0,0,,RPTPMLRLLHMFFAE58CA
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¹ª¤s°ÏÀs³Ó¸ô271~300¸¹,26.87,°Ó,,,1060206,¤g¦a1«Øª«1¨®¦ì2,¤K¼h,¤T¤Q¤K¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1040915,468.29,0,0,0,µL,¦³,39680000,84734,©Y¹D¥­­±,39.52,0,,RPWNMLQJMHMFFAE48CA
·s¿³°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·s¿³°Ï¼w¶¶µó1~30¸¹,53.0,°Ó,,,1060213,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡AÃM¼Ó,¤G¼h,©±­±(©±¾Q),,¥[±j¿j³y,0561123,86.6,2,1,2,¦³,µL,8500000,98152,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPPNMLKLLHMFFBE37CA
·s¿³°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·s¿³°Ï´_¿³¤@¸ô31~60¸¹,13.99,°Ó,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),,¿ûµ¬²V¾®¤g³y,0720505,118.28,3,2,3,¦³,¦³,4300000,36354,,0.0,0,,RPROMLKLLHMFFBE67CA
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°Ï¥Ã¼Öµó91~120¸¹,23.75,°Ó,,,1060126,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤Q¤C¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),,¿ûµ¬²V¾®¤g³y,0780114,261.73,8,1,8,¦³,¦³,14500000,55401,,0.0,0,,RPXOMLLLLHMFFBE38CA
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°Ï¤T¦h¤@¸ô151«Ñ28§Ë1~30¸¹,29.81,¦í,,,1060220,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0730810,96.51,3,2,2,¦³,µL,3580000,37095,,0.0,0,,RPSNMLPLLHMFFBE18CA
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°Ï©|«i¸ô1~30¸¹,34.62,¦í,,,1060211,¤g¦a2«Øª«1¨®¦ì0,¤»¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),,¿ûµ¬²V¾®¤g³y,0691201,74.66,3,2,1,¦³,µL,2680000,35896,,0.0,0,,RPRNMLQLLHMFFBE18CA
