¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
°¨¤½¥«,¤g¦a,¤­¼w¦è¬q1~30¦a¸¹,371.69,,­·´º°Ï,¤þºØ«Ø¿v¥Î¦a,1060218,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6468000,17402,,0.0,0,,RPUNMLLMLHMFFAX27CA
°¨¤½¥«,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤°¨¤½¥«¥Ã¦wµó15«Ñ1~30¸¹,75.0,¦í,,,1060308,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0600101,222.0,3,2,3,¦³,µL,15800000,71171,,0.0,0,,RPUNMLMKMHMFFAX37DA
¥Õ¨F¶m,¤g¦a,«á¼d¬q1381~1410¦a¸¹,184.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1051222,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,760000,4130,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C,RPSNMLLLLHMFFAX17EA
¦èÀ¬¶m,¤g¦a,¾îÁG¬q601~630¦a¸¹,266.67,,­·´º°Ï,¹Aªª¥Î¦a,1051215,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,982000,3682,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó(¥¼¿ìÄ~©Ó¼Ð°â)¡C,RPPNMLPJMHMFFAX17EA
´ò¦è¶m,¤g¦a,ŒE¸­·s¬q1741~1770¦a¸¹,497.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1051230,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1600000,3219,,0.0,0,,RPQNMLNLLHMFFAX96CA
¥Õ¨F¶m,¤g¦a,¤p¨ª¬q361~390¦a¸¹,766.14,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060314,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2780000,3629,,0.0,0,,RPSOMLOLLHMFFAX37CA
°¨¤½¥«,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤°¨¤½¥«¥ú´_¸ô241~270¸¹,9.05,¦í,,,1060220,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤@¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0510519,4.97,1,1,1,¦³,µL,700000,140845,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPNMLRLLHMFFAX27CA
¥Õ¨F¶m,¤g¦a,¤p¨ª¬q421~450¦a¸¹,33.71,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060313,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,200000,5933,,0.0,0,¥]§t¥¼¿ì«O¦sµn°O©Ð«Î¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLOLLHMFFAX27DA
´ò¦è¶m,¤g¦a,¦è·Ë·s¬q661~690¦a¸¹,61.8,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060116,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,200000,3236,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C,RPQNMLRJMHMFFAX37DA
´ò¦è¶m,¤g¦a,«n¼d«n¬q61~90¦a¸¹,73.32,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1060310,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,300000,4092,,0.0,0,,RPSNMLRKMHMFFAX57CA
´ò¦è¶m,¤g¦a,¹©ÆW·s¬q1051~1080¦a¸¹,1179.25,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060320,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1883600,1597,,0.0,0,,RPWNMLOLLHMFFAX67CA
°¨¤½¥«,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤°¨¤½¥«´_°ê¸ô2«Ñ1~30¸¹,153.15,¦í,,,1051231,¤g¦a5«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0591223,157.08,6,2,2,¦³,µL,3700000,23555,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPRNMLPJMHMFFAX17CA
´ò¦è¶m,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤´ò¦è¶m«CÁ³§ø31~60¸¹,80.76,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060209,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤@¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,,99.86,2,1,0,¦³,µL,180001,1803,,0.0,0,,RPQNMLSLLHMFFAX57DA
°¨¤½¥«,¤g¦a,¿³®r¬q1051~1080¦a¸¹,218.54,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1060302,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8400000,38437,,0.0,0,¹AÅÜ«Ø¤§°_³y¤HÅÜ§ó §t¥¼¨Ó¿³«Ø©Ð«Î»ù´Ú,RPRNMLKKMHMFFAX76CA
°¨¤½¥«,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤°¨¤½¥«ªF½Ã1~30¸¹,405.18,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1060310,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0490601,162.74,6,2,3,¦³,µL,6000000,36869,,0.0,0,,RPPNMLLKMHMFFAX66CA
¥Õ¨F¶m,¤g¦a,¨ª®r¤¤¬q1141~1170¦a¸¹,351.73,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060309,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3000000,8529,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPQNMLPJMHMFFAX07CA
°¨¤½¥«,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤°¨¤½¥«?ÀY±¾31~60¸¹,199.38,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060301,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0860927,165.34,4,2,2,¦³,µL,5500000,33265,,0.0,0,,RPTNMLRJMHMFFAX57CA
°¨¤½¥«,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤°¨¤½¥«¦è¤å¨½20¾F¤¤µØ¸ô241~270¸¹,62.82,¦í,,,1060303,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0701101,149.52,3,1,1,¦³,µL,8800000,58855,,0.0,0,,RPPNMLLMLHMFFAX86DA
°¨¤½¥«,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤°¨¤½¥««H¸q¸ô33«Ñ1~30¸¹,49.0,¦í,,,1060309,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0630622,76.8,2,1,2,¦³,µL,2500000,32552,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLMKMHMFFAX96CA
°¨¤½¥«,¤g¦a,Âê´ä¦è¬q91~120¦a¸¹,14.51,¦í,,,1051215,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,101600,7002,,0.0,0,°]¬F³¡°ê¦³°]²£¸p«n°Ï¤À¸p¼Ð°â¹O´Á¥¼¿ìÄ~©Óµn°O¤g¦a,RPQNMLQJMHMFFAX37EA
°¨¤½¥«,¤g¦a,¤¤½Ã¬q1651~1680¦a¸¹,697.87,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060301,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,29728000,42598,,0.0,0,Åv§Q¤H¬°4¤H¡C§t¥¼¨Ó¿³«Ø¥|¤á©Ð«Î»ù´Ú,RPQNMLSKMHMFFAX47CA
°¨¤½¥«,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤°¨¤½¥«ªF½Ã1~30¸¹,738.86,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1060306,¤g¦a5«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1000104,422.07,7,2,7,¦³,µL,31680000,75059,,0.0,0,,RPQNMLKKMHMFFAX66CA
°¨¤½¥«,¤g¦a,¤s¤ô¥_¬q181~210¦a¸¹,601.66,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060319,¤g¦a4«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1070000,1778,,0.0,0,,RPSNMLKMLHMFFAX96CA
°¨¤½¥«,¤g¦a,¤s¤ô¥_¬q181~210¦a¸¹,87.1,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060319,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,598000,6866,,0.0,0,,RPUNMLKMLHMFFAX17CA
¥Õ¨F¶m,¤g¦a,¤¤¤Ù·s1801~1830¦a¸¹,1018.79,,­·´º°Ï,¹Aªª¥Î¦a,1060314,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1800000,1767,,0.0,0,,RPTNMLLMLHMFFAX17CA
°¨¤½¥«,¤g¦a,¤s¤ô¦è¬q571~600¦a¸¹,442.64,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060319,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,780000,1762,,0.0,0,,RPTNMLKMLHMFFAX07CA
´ò¦è¶m,¤g¦a,¨F´ä¥_¬q781~810¦a¸¹,384.22,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060301,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1460026,3800,,0.0,0,,RPVNMLLMLHMFFAX37CA
°¨¤½¥«,¤g¦a,¤¤½Ã¬q1231~1260¦a¸¹,956.13,¨ä¥L,,,1060316,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6800000,7112,,0.0,0,,RPPNMLQJMHMFFAX07CA
¥Õ¨F¶m,¤g¦a,³q±ç«n¬q1021~1050¦a¸¹,142.04,,­·´º°Ï,¹Aªª¥Î¦a,1060315,¤g¦a7«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,227569,1602,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPQNMLMKMHMFFAX86CA
¦èÀ¬¶m,¤g¦a,¤G®r«n¬q1021~1050¦a¸¹,83.11,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060321,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,251400,3025,,0.0,0,,RPSNMLKKMHMFFAX86CA
¦èÀ¬¶m,¤g¦a,¤p¦À¨¤¬q1291~1320¦a¸¹,725.67,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060327,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,700000,965,,0.0,0,,RPSNMLPJMHMFFAX27CA
°¨¤½¥«,¤g¦a,¿³¤¯¬q1321~1350¦a¸¹,1902.37,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060315,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4020000,2113,,0.0,0,,RPUNMLPJMHMFFAX47CA
