編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPQOMLSJLHMFFBD28CC,海東段,.00,非都市： ; 非都市編定：
RPQOMLSJLHMFFBD28CC,海東段,.00,非都市： ; 非都市編定：
RPQOMLSJLHMFFBD28CC,海東段,.00,非都市： ; 非都市編定：
RPVNMLTJLHMFFAD68CC,三民段,.00,非都市： ; 非都市編定：
RPVNMLTJLHMFFAD68CC,三民段,.00,非都市： ; 非都市編定：
RPPNMLKKLHMFFAD27CC,石門段,88.06,都市：住
RPPOMLPKLHMFFAD87CC,協進段,129.00,都市：住
RPUNMLQKLHMFFAD38CC,立人段,14.81,都市：住
RPPOMLQKLHMFFAD97CC,金華段,.00,都市：住
RPVNMLQKLHMFFBD58CC,安東段,.00,都市：住
RPTNMLQKLHMFFCD48CC,虎尾寮段,4.02,都市：其他
RPQOMLQKLHMFFCD28CC,富強段,.00,都市：住
RPWOMLQKLHMFFCD88CC,光明段,.00,都市：住
RPSNMLQKLHMFFAR96CC,田寮段,1511.00,非都市：特定農業區 ; 非都市編定：丁種建築用地
RPSNMLQKLHMFFAR96CC,田寮段,1284.00,非都市：特定農業區 ; 非都市編定：丁種建築用地
RPSNMLQKLHMFFAR96CC,田寮段,1732.00,非都市：特定農業區 ; 非都市編定：丁種建築用地
RPSNMLQKLHMFFAR96CC,田寮段,2270.00,非都市：特定農業區 ; 非都市編定：丁種建築用地
RPSNMLQKLHMFFAR96CC,田寮段,1173.00,非都市：特定農業區 ; 非都市編定：丁種建築用地
RPSNMLQKLHMFFAR96CC,田寮段,1173.00,非都市：特定農業區 ; 非都市編定：丁種建築用地
RPSNMLQKLHMFFAR96CC,田寮段,1173.00,非都市：特定農業區 ; 非都市編定：丁種建築用地
RPSNMLQKLHMFFAR96CC,田寮段,3474.00,非都市：特定農業區 ; 非都市編定：丁種建築用地
RPSNMLQKLHMFFAR96CC,田寮段,1674.00,非都市：特定農業區 ; 非都市編定：丁種建築用地
RPSNMLQKLHMFFAR96CC,田寮段,2122.00,非都市：特定農業區 ; 非都市編定：丁種建築用地
RPRNMLQKLHMFFHR57CC,建國段,84.39,都市：住
RPWNMLQKLHMFFHR08CC,永和段,.00,都市：住
RPOOMLQKLHMFFHR37CC,兵北段,.00,都市：住
RPPOMLQKLHMFFHR47CC,大灣段,.00,都市：住
RPTPMLRKLHMFFCD78CC,東寧段,.00,都市：商
RPRNMLRKLHMFFER37CC,光華段,88.03,都市：其他
RPPNMLRKLHMFFAD97CC,金華段,.00,都市：住
RPRNMLSKLHMFFHR77CC,永中段,629.66,都市：其他
RPSNMLKLLHMFFHR17CC,成功段,76.48,都市：住
RPTNMLKLLHMFFAD77CC,金華段,3266.00,都市：住
RPXNMLKLLHMFFAD18CC,開元段,6.02,都市：住
RPPPMLKLLHMFFAD57CC,永安段,.00,都市：住
RPRPMLKLLHMFFAD77CC,南門段,.00,都市：住
RPRNMLLLLHMFFFR96CC,武東段,276.80,都市：住
RPVPMLLLLHMFFCD48CC,光華段,.00,都市：住
RPXOMLLLLHMFFHR87CC,保生段,.00,都市：住
RPQNMLMLLHMFFHR17CC,大灣段,.00,都市：農
RPUNMLMLLHMFFHR57CC,永康段,275.00,都市：住
RPRNMLMLLHMFFAR56CC,新榮段,8.82,都市：住
RPUNMLMLLHMFFCD28CC,公英段,.00,都市：住
RPPNMLMLLHMFFBD67CC,怡中段,.00,都市：住
RPSOMLMLLHMFFAD97CC,金華段,14.51,都市：住
RPQNMLOLLHMFFBD97CC,海中段,410.16,都市：住
RPQNMLOLLHMFFBD97CC,海中段,8.16,都市：住
RPTNMLOLLHMFFER37CC,善昌段,343.00,都市：住
RPRPMLOLLHMFFCD38CC,竹篙厝段,.00,都市：住
RPUPMLOLLHMFFCD68CC,虎尾寮段,3.17,都市：其他
RPRNMLOLLHMFFHR47CC,永信段,.00,都市：住
RPPNMLPLLHMFFER07CC,橋頭段,1097.00,都市：其他
RPPNMLPLLHMFFER07CC,橋頭段,2000.00,都市：其他
RPPNMLPLLHMFFAD87CC,南寧段,28.42,都市：住
RPQOMLSLLHMFFAD38CC,金城段,.00,非都市： ; 非都市編定：
RPQOMLSLLHMFFAD38CC,金城段,.00,非都市： ; 非都市編定：
RPROMLSLLHMFFAD48CC,文元段,.00,非都市： ; 非都市編定：
RPSOMLSLLHMFFAD58CC,新南段,.00,非都市： ; 非都市編定：
RPSOMLSLLHMFFAD58CC,新南段,.00,非都市： ; 非都市編定：
RPVOMLSLLHMFFAD88CC,頂美段,.00,非都市： ; 非都市編定：
RPXNMLSLLHMFFBD09CC,溪墘段,.00,非都市： ; 非都市編定：
RPXNMLSLLHMFFCD56CC,鹽埕段,.00,都市：住
RPOOMLSLLHMFFCD38CC,虎尾寮段,.00,非都市： ; 非都市編定：
RPQOMLSLLHMFFCD58CC,公英段,.00,非都市： ; 非都市編定：
RPQOMLSLLHMFFCD58CC,公英段,.00,非都市： ; 非都市編定：
RPQOMLSLLHMFFCD58CC,公英段,.00,非都市： ; 非都市編定：
RPWNMLSLLHMFFHR38CC,大灣段,.00,非都市： ; 非都市編定：
RPPOMLSLLHMFFHR77CC,頂南段,.00,都市：住
RPUOMLSLLHMFFHR28CC,兵南段,.00,都市：住
RPSNMLSLLHMFFAD58DC,延平段,19.00,都市：其他
RPSNMLSLLHMFFAD58DC,延平段,47.00,都市：住
RPUPMLTLLHMFFHR48CC,大灣段,.00,都市：工
RPTNMLTLLHMFFCD88CC,鹽埕段,1703.00,都市：工
RPQOMLTLLHMFFCD68CC,富強段,.00,都市：住
RPROMLTLLHMFFCD78CC,新東段,.00,都市：住
RPOPMLTLLHMFFFR67CC,後壁段,.00,都市：住
RPRNMLKMLHMFFCD87CC,虎尾寮段,.00,都市：住
RPOOMLKMLHMFFCD67CC,竹篙厝段,20.19,都市：住
RPPOMLKMLHMFFCD77CC,公英段,33.01,都市：住
RPWNMLKMLHMFFHR67CC,永興段,.00,都市：住
RPWNMLKMLHMFFHR67CC,永興段,.00,都市：住
RPTNMLKMLHMFFDR07DC,東勢角段,103.39,都市：住
RPUOMLLMLHMFFCD38CC,虎尾寮段,4.44,都市：其他
RPSNMLLMLHMFFER07CC,南港段,.00,都市：工
